Locus	Allele	Group.0	Group.1
DRB1	HLA-DRB1w0-0-92-0-944-0-20-0-3-0-6-0-0	0.00716	0.00608
DRB1	HLA-DRB1w0-0-99-0-951-0-23-0-6-0-11-0-0	0.00358	0.00487
DQB1	HLA-DQB1w0-0-0-0-0-0-0-0-0-0-0-0-0	0.00239	0.00122
DQB1	HLA-DQB1w0-0-1-0-1-0-1-0-1-0-1-0-0	0.09547	0.1472
DQB1	HLA-DQB1w0-0-10-0-15-0-11-0-11-0-10-0-0	0.09547	0.29684
DQB1	HLA-DQB1w0-0-11-0-16-0-11-0-11-0-10-0-0	0.06086	0.05596
DQB1	HLA-DQB1w0-0-12-0-17-0-12-0-12-0-11-0-0	0.03938	0.04258
DQB1	HLA-DQB1w0-0-2-0-2-0-2-0-1-0-2-0-0	0.10263	0.06326
DQB1	HLA-DQB1w0-0-20-0-5-0-4-0-3-0-13-0-0	0.00358	0
DQB1	HLA-DQB1w0-0-22-0-34-0-18-0-15-0-14-0-0	0.02983	0.01582
DQB1	HLA-DQB1w0-0-3-0-4-0-17-0-3-0-3-0-0	0.00119	0
DQB1	HLA-DQB1w0-0-3-0-4-0-4-0-3-0-3-0-0	0.22076	0.15207
DQB1	HLA-DQB1w0-0-5-0-6-0-5-0-5-0-4-0-0	0.11217	0.07421
DQB1	HLA-DQB1w0-0-6-0-7-0-6-0-6-0-5-0-0	0.03938	0.03041
DQB1	HLA-DQB1w0-0-7-0-10-0-7-0-7-0-6-0-0	0.13604	0.07421
DQB1	HLA-DQB1w0-0-7-0-13-0-9-0-7-0-8-0-0	0.02745	0.02433
DQB1	HLA-DQB1w0-0-8-0-12-0-8-0-9-0-7-0-0	0.02267	0.01095
DQB1	HLA-DQB1w0-0-9-0-14-0-10-0-10-0-9-0-0	0.01074	0.01095
DPB1	HLA-DPB1w0-0-0-0-0-0-0-0-0-0-0	0.00119	0
DPB1	HLA-DPB1w0-0-10-0-4-0-3-0-18-0-0	0	0.00122
DPB1	HLA-DPB1w0-0-10-0-4-0-3-0-2-0-0	0.03699	0.0365
DPB1	HLA-DPB1w0-0-16-0-1861-0-805-0-4-0-0	0.03699	0.0438
DPB1	HLA-DPB1w0-0-17-0-1861-0-805-0-4-0-0	0.00119	0
DPB1	HLA-DPB1w0-0-29-0-1895-0-809-0-12-0-0	0.02029	0.02068
DPB1	HLA-DPB1w0-0-3-0-2-0-2-0-1-0-0	0.142	0.118
DPB1	HLA-DPB1w0-0-3-0-3-0-2-0-1-0-0	0.00597	0.00852
DPB1	HLA-DPB1w0-0-3-0-4-0-3-0-2-0-0	0.01074	0.00243
DPB1	HLA-DPB1w0-0-4-0-4-0-3-0-2-0-0	0.11933	0.13504
DPB1	HLA-DPB1w0-0-5-0-1877-0-806-0-1-0-0	0.00716	0.00487
DPB1	HLA-DPB1w0-0-5-0-5-0-2-0-1-0-0	0.42363	0.45864
DPB1	HLA-DPB1w0-0-56-0-4-0-3-0-2-0-0	0.00358	0.00365
DPB1	HLA-DPB1w0-0-6-0-7-0-2-0-1-0-0	0.13365	0.10949
DPB1	HLA-DPB1w0-0-60-0-1902-0-3-0-3-0-0	0.01909	0.00852
DPB1	HLA-DPB1w0-0-62-0-1906-0-3-0-3-0-0	0.01313	0.0146
DPB1	HLA-DPB1w0-0-64-0-1908-0-3-0-2-0-0	0.00358	0.00852
DPB1	HLA-DPB1w0-0-65-0-1910-0-2-0-1-0-0	0.01313	0.01095
DPB1	HLA-DPB1w0-0-68-0-1913-0-811-0-2-0-0	0.00835	0.00973
DPB1	HLA-DPB1w0-0-69-0-1916-0-812-0-1-0-0	0	0.00122
DPB1	HLA-DPB1w0-0-7-0-8-0-2-0-1-0-0	0	0.00122
